Temperature,Humidity,Wind_Speed,Cloud_Cover,Pressure,Rain
23.7203375981831,89.5926406517461,7.33560439104021,50.5016938329132,1032.37875869028,rain
27.8797341593105,46.4897040353482,5.95248359328276,4.99005292753698,992.61418951214,no rain
25.0690844017911,83.0728428925715,1.37199181807992,14.8557839392434,1007.23162011727,no rain
23.6220795749224,74.3677579208656,7.05055063278466,67.2552820603469,982.632012709537,rain
20.5913699834726,96.8588224130795,4.6439209259535,47.6764442789066,980.825141742651,no rain
26.1473528266664,48.2172604104233,15.2585467604334,59.7662786322776,1049.73875101444,no rain
20.9396802815673,40.7994444360603,2.23256599712523,45.8275084210217,1014.17376606388,no rain
32.294325019552,51.848471069719,2.8736208390841,92.5514972525134,1006.04173347803,no rain
34.0915690125257,48.0571144738543,5.57020601756228,82.5248727690797,993.732046619479,no rain
19.5860379706444,82.9782932331459,5.7605365867061,98.0144498972855,,
29.7931259520666,81.3176512692759,16.9260987339223,93.9232941713552,1029.40269036711,no rain
23.2223729938226,76.8779430598734,77.8779430598734,72.8697898668241,980.108933855074,rain
24.2011140273483,45.1465380120942,11.5727126641045,5.25304210213815,1033.98586711282,no rain
33.1399159573165,90.3264765207363,5.77177357720093,99.9101776656973,987.80379216055,no rain
11.7759014549472,96.9600089101249,,47.3318695658655,1046.40428761288,no rain
12.1782324925385,67.2124072676051,11.8443654996529,6.09970356364334,1003.29152587689,no rain
10.5054599360081,75.456091144057,14.7973311752965,99.1423310502643,1011.57719427286,rain
30.8154961386985,65.0484469314393,7.68196110216899,57.0376717621443,980.348663397163,no rain
29.4539187737463,30.4539187737463,10.1912405728875,45.900402274897,1037.70748819111,no rain
31.7503037061705,50.0303322797623,17.7606627306539,1.97894308330633,1001.57177779612,no rain
34.4654585558191,51.9394365914439,12.9958171341686,42.8401169456509,1018.95128133186,no rain
29.9789641054181,43.3595002914908,10.711002640838,18.3270747188119,1044.86205579418,no rain
,93.1346542840522,1.42444922283782,71.8948992154074,990.93556682509,rain
29.5132294071614,90.087869383268,3.52030423555822,0.786690252357569,1040.71307290516,no rain
12.9568606467233,62.3147552923186,4.01983167631247,53.3035680506617,1015.01672515898,no rain
25.9980255331881,55.7075988792119,12.4629658490459,4.37162183650981,1044.71193218396,no rain
13.5838321852262,95.7354849582969,2.162255034091,71.4829995902274,1037.56485351305,rain
33.6167229262396,45.5661428462967,0.57989739963253,95.3019492809333,1011.00860214614,no rain
23.0462080437518,68.7479371626761,7.20701115303731,4.33205482478454,986.209823950032,no rain
20.3665484997631,33.8148708879514,14.3771835701762,10.3084161166841,982.113821841742,no rain
16.6138903026157,43.3841537912214,13.8649870860412,51.5592973743535,1041.19615668839,no rain
29.3558422358554,72.2818853351657,15.8534070390078,98.2462104411183,1013.19994422209,no rain
21.4037583054137,76.3528556990919,13.9249651253862,41.14567308108,1026.45864355494,no rain
24.2108487217162,70.6697073071268,12.2657115720292,61.5572954554266,1041.71538899462,rain
10.4697450109089,90.8720991199503,9.7232419351529,76.1653330320038,1001.32612940393,rain
25.4408874268969,99.5383654575923,4.16996640975941,92.7920089216428,1042.70341128739,no rain
25.3023930680605,83.4703289507038,11.3709611171324,17.7016651092318,981.927270759938,no rain
25.4233499218689,62.5564248900631,12.7324949641668,91.1426015320524,999.594797511389,no rain
33.5937019628656,88.3754268617872,2.47486656829433,62.6424247149132,1036.82364765697,no rain
27.0455074775871,38.4271175916201,11.3029467720627,80.5606916157331,1039.72542228266,no rain
18.9876975143447,77.8289487512151,1.95497426387103,29.5555222436117,1046.13847767503,no rain
20.9257988449835,66.2836451217404,10.9415360461298,50.0100959629344,1001.21078907247,no rain
27.4407798981816,42.4646120379003,3.17837782037283,20.8959190134198,1034.61649099313,no rain
11.5056367907317,98.105353209615,2.38027094416666,85.4604133556796,1048.95912118542,rain
26.6691678861417,53.6906193845123,2.26200112027673,20.4579092510083,1016.89042105782,no rain
26.765946740454,73.0796384174368,18.2205062566181,54.8326778577337,997.681740274662,no rain
15.259564026846,91.5015966267467,11.9617463490488,41.791321337238,982.727362077803,no rain
13.2231574413713,65.4682190740375,5.00317444404278,4.95895132055215,1033.17571439487,no rain
17.8857087731046,38.0596495123502,1.42897755984183,41.2147649222907,989.719176910693,no rain
19.0927692735656,87.3117359043103,10.7236283702421,78.439741932606,1007.08598245017,rain
24.254919260447,54.724963694116,2.89605941753617,52.8932521002444,1001.64945171573,no rain
20.965037836558,98.8146808224287,15.56805868809,30.4796890658841,1009.17954710676,no rain
34.7093459514807,91.8677812511191,9.92219313203615,44.5413315431044,1043.41992964528,no rain
12.5511202687007,89.741453334427,14.5289776971468,77.4265599773314,1009.81634328553,rain
15.2219189023709,54.937722427653,7.91453197640284,66.8153759783983,1043.89210188365,no rain
14.0327379471249,82.9990844466346,14.0464548924072,11.0903241224161,1036.37806017905,no rain
26.327708136635,99.0430344101112,13.6922871268602,53.1246578194265,1000.1864832448,no rain
16.3322900634946,66.8425128365932,11.2283241615141,19.8695238992617,1002.26623133359,no rain
21.6577693214077,62.9512508468662,16.9147926831626,97.8407309112806,1005.8890957221,no rain
16.1106398000401,31.026607468045,11.6494714720475,73.8625373024843,1022.39530341341,no rain
13.974239591138,79.0142638114456,11.5622082155964,8.10007949657542,1027.18437619989,no rain
12.7593785291076,90.0934298021298,6.15966214684667,24.822925918601,1048.05608849943,no rain
26.4082397366318,47.3220030257281,18.6301253223513,7.81256756122459,1044.85612444479,no rain
13.4545737837153,52.051720398026,10.3427914310757,37.0096357658783,1022.8310204998,no rain
14.9145590420013,65.047391492831,,82.2684554489393,983.236714564938,no rain
19.2181292665241,35.0456110153062,10.8328458312524,6.67555483444207,1018.17153342749,no rain
30.5248307461984,,2.90484277469475,16.5357199389203,1008.25481548909,no rain
12.4275318948265,59.4777531221657,5.3025047424241,26.7445243682252,1018.13451078023,no rain
30.9486226874701,48.2853266892395,6.13363724339617,62.40803016413,982.812346128194,no rain
12.4024601973491,58.4226111772938,10.3031753836264,97.4683447858392,1049.7033545199,no rain
34.4114866253349,61.8070408669957,13.9102166761555,82.2732065670554,983.987085929372,no rain
21.7162800411925,98.3391377717383,5.74404924255431,20.0926516906039,999.087595403331,no rain
34.4190272047584,96.0981874071986,2.71531991177783,71.0062806674739,985.04868202566,no rain
25.1211379936262,39.7811106077836,11.1843636555048,55.6387752238046,1018.3327774203,no rain
28.4815894849575,91.7810181612573,17.0929966275751,49.1627865197337,1004.62728075879,
10.979694806358,35.6144663631055,8.36464172736156,90.838580700433,1006.27098899969,no rain
17.0701740644102,65.5344828802428,9.51545817894123,58.8129755949194,1035.24172646006,no rain
13.0049140303292,41.4736930076836,5.78417024309725,13.7209674792969,1043.28140808985,no rain
17.4035049380536,55.6124501749854,16.1766824663211,16.4967790556478,991.598788818111,no rain
12.9681929738561,82.0338157954065,2.41329890768477,92.1973413885523,999.528385804197,rain
17.9495794848494,59.7153835549795,3.42177435384234,8.02051958161611,1013.09100341376,no rain
20.3565748628668,86.4865901299934,19.9991322551545,13.791411041738,987.901716909939,no rain
11.6036874087196,80.3170997726279,13.6443150525904,65.3113683810027,1007.05766574361,rain
27.3118029842505,95.9987612347711,10.9610481315342,22.4337411400435,1001.14616319304,no rain
24.1650363551644,67.3909214410114,15.9021589031662,82.6099103411146,1044.53834359234,no rain
16.6347372734861,86.1503567791457,19.9376490934288,41.6006477871356,993.897388430485,no rain
23.0812013366675,52.6034974435936,3.81748561701509,48.2399812788039,1030.48479786514,no rain
12.348512768961,54.2022091562905,15.8278607751555,12.8638157676924,995.112524612742,no rain
24.3986623889045,58.0357324507054,6.84324165174322,2.81636097533534,1023.79608651334,no rain
33.2324049394054,58.7641014008662,14.6246536997054,75.9236232241737,1020.73935096983,no rain
17.9642238112831,37.2277254466182,14.1531945507555,7.39897037548048,1012.11070048967,no rain
26.685259499092,66.3369257532305,19.9666008559608,64.0159020433835,1037.18351115274,no rain
13.2949465601098,36.7762253488318,2.23744103672932,53.7531451344345,995.590203606473,no rain
27.9081801029641,92.2833495073835,0.0425078963305547,51.8490546387586,1013.40961568174,no rain
17.23515232368,34.3291348256305,14.9556892922225,29.9685022163074,1048.76923209962,no rain
14.5797840501779,61.4786101216516,11.3755383659761,75.6028635671096,992.828325250176,no rain
24.6628233702521,49.9285846473301,13.8174825592331,40.0613551384692,1018.18027183883,no rain
10.5026886546873,40.8408590958135,15.070500696528,15.1254571809756,1000.51740483159,no rain
30.7235007304341,84.8685683589549,9.87013103551672,5.60431403776722,988.666424165076,no rain
10.1173869048137,80.0452679243668,7.13069050081169,34.2547995787465,1039.61150866248,no rain
26.9454134199058,40.2163523127059,15.40751772605,60.8054979450091,1020.43751891001,no rain
16.7501993298041,74.2935948774417,7.60259857332109,22.0322093191543,1020.51804844572,no rain
28.3798505530649,85.4788617131312,12.4438453898083,74.2204793373061,1018.17343160853,no rain
34.054713627936,84.1332554258921,17.8681205303131,10.8725813265008,992.912767477412,no rain
16.218828587999,36.4595718364353,3.16782944202778,47.1964757248311,1019.80432159103,no rain
24.4039333604459,77.9858903332043,0.178123197839151,53.6704253324597,986.397231010479,rain
24.801048281796,80.1216744618504,5.13513222397398,82.101209626694,1027.78493092939,rain
24.3062976447718,90.3516386929419,15.9494388689318,11.7947682957816,983.602001764167,no rain
15.5770408160155,65.5631037205491,11.3365128498032,0.167499407382099,993.240578188018,no rain
33.8187252879246,62.276580021235,18.9232172707086,53.3709711751287,1000.59524579659,no rain
21.1781344654407,97.5581427443629,10.9574819972336,15.0725072184145,999.525185236192,no rain
31.1602168117782,85.7558579017127,5.31562765177299,57.1693366345837,1036.84716022722,no rain
27.4869818829376,69.1111693564542,15.3177060939867,3.29028057594304,1000.14254512212,no rain
17.4359237713783,53.1431949917896,13.1510077183002,49.0675019561042,985.177053148532,no rain
30.3449454925619,89.1666597202458,16.4136671992317,39.0740005821607,984.758788550943,no rain
19.9126435211746,61.8805472625083,13.3599695204483,15.6247382437177,990.458946356946,no rain
32.027579927779,36.4879634510712,9.03898020739031,46.7847241368822,1007.59343303237,no rain
24.5318218158965,61.8432990899408,5.54165338187421,47.7169408303531,993.776996361523,no rain
32.0433840463713,91.0377877305103,1.11200929538518,6.78814343383056,996.451565164125,no rain
